timestamp	latency	open	high	low	close	short	mid	long	std	upper	lower
2019-06-12 16:01:00	0.15037107467651367	864385.0	865390.0	864385.0	865388.0	864658.8					
2019-06-12 16:02:00	1.0569939613342283	865389.0	865389.0	864802.0	864802.0	864667.6					
2019-06-12 16:03:00	0.1425638198852539	864802.0	865404.0	864802.0	865404.0	864818.8					
2019-06-12 16:04:00	0.1852259635925293	865404.0	865404.0	864821.0	865354.0	865089.6					
2019-06-12 16:05:00	0.14474010467529294	864482.0	864482.0	864032.0	864032.0	864996.0					
2019-06-12 16:06:00	0.16396713256835938	864032.0	865000.0	864032.0	864999.0	864918.2					
2019-06-12 16:07:00	0.13335418701171875	864308.0	865000.0	864308.0	865000.0	864957.8					
2019-06-12 16:08:00	0.16701316833496094	865000.0	865303.0	864333.0	864333.0	864743.6					
2019-06-12 16:09:00	0.1568739414215088	865237.0	865237.0	864351.0	864354.0	864543.6					
2019-06-12 16:10:00	0.16966605186462402	864354.0	864354.0	864354.0	864354.0	864608.0					
2019-06-12 16:11:00	0.1533200740814209	864361.0	864401.0	864361.0	864401.0	864488.4					
2019-06-12 16:12:00	0.14670991897583008	864400.0	864400.0	864400.0	864400.0	864368.4					
2019-06-12 16:13:00	0.15900397300720215	864333.0	864333.0	864005.0	864005.0	864302.8					
2019-06-12 16:14:00	0.15475201606750488	864333.0	864764.0	864299.0	864764.0	864384.8					
2019-06-12 16:15:00	0.17412185668945312	865000.0	865495.0	864640.0	865495.0	864613.0					
2019-06-12 16:16:00	0.14260005950927734	865495.0	865495.0	864002.0	864002.0	864533.2					
2019-06-12 16:17:00	0.1275920867919922	864002.0	864002.0	864000.0	864000.0	864453.2					
2019-06-12 16:18:00	0.14145708084106445	864000.0	864004.0	864000.0	864003.0	864452.8					
2019-06-12 16:19:00	0.15004301071166992	864003.0	864491.0	864003.0	864491.0	864398.2	864677.04		574.0962811241346	865825.2325622484	863528.8474377517
2019-06-12 16:20:00	0.14865493774414062	864491.0	864491.0	864000.0	864000.0	864099.2	864599.48		525.41762119975	865650.3152423995	863548.6447576005
2019-06-12 16:21:00	0.21522021293640134	864000.0	864401.0	863962.0	864401.0	864179.0	864555.52		491.83644978169013	865539.1928995633	863571.8471004367
2019-06-12 16:22:00	0.17615914344787598	864401.0	864401.0	863999.0	864000.0	864179.0	864525.2		502.09129316009944	865529.3825863202	863521.0174136797
2019-06-12 16:23:00	0.3112101554870605	863999.0	863999.0	863850.0	863900.0	864158.4	864495.28		516.5474744240336	865528.374948848	863462.185051152
2019-06-12 16:24:00	0.13840103149414062	863900.0	863900.0	863900.0	863900.0	864040.2	864491.28		520.9113424251575	865533.1026848503	863449.4573151497
2019-06-12 16:25:00	0.4841039180755615	863901.0	864413.0	863812.0	864413.0	864122.8	864487.8		521.1412156672878	865530.0824313347	863445.5175686654
2019-06-12 16:26:00	0.14542818069458008	864433.0	864793.0	864433.0	864598.0	864162.2	864456.2		487.1231877056479	865430.4463754112	863481.9536245887
