timestamp	latency	open	high	low	close	short	mid	long	std	upper	lower
2019-06-12 16:01:00	0.11210894584655763	886834.0	887475.0	886834.0	887410.0	886808.0					
2019-06-12 16:02:00	0.4471969604492188	887430.0	887430.0	887101.0	887196.0	886940.2					
2019-06-12 16:03:00	0.12018084526062013	887319.0	887319.0	887161.0	887277.0	887099.4					
2019-06-12 16:04:00	0.12806200981140134	887353.0	887353.0	886875.0	887117.0	887207.4					
2019-06-12 16:05:00	0.1213209629058838	887109.0	887163.0	886988.0	887163.0	887232.6					
2019-06-12 16:06:00	0.11914610862731935	887305.0	887400.0	887161.0	887231.0	887196.8					
2019-06-12 16:07:00	0.11514878273010255	887343.0	887456.0	887229.0	887235.0	887204.6					
2019-06-12 16:08:00	0.11020684242248537	887097.0	887268.0	887022.0	887022.0	887153.6					
2019-06-12 16:09:00	0.11860013008117674	886868.0	887050.0	886841.0	887050.0	887140.2					
2019-06-12 16:10:00	0.13396596908569336	887138.0	887138.0	886952.0	887072.0	887122.0					
2019-06-12 16:11:00	0.130875825881958	887020.0	887032.0	886771.0	886842.0	887044.2					
2019-06-12 16:12:00	0.11502909660339355	886869.0	886869.0	886641.0	886641.0	886925.4					
2019-06-12 16:13:00	0.11034703254699707	886778.0	886934.0	886778.0	886898.0	886900.6					
2019-06-12 16:14:00	0.1120140552520752	886991.0	887323.0	886991.0	887323.0	886955.2					
2019-06-12 16:15:00	0.13476204872131348	887787.0	887850.0	887657.0	887657.0	887072.2					
2019-06-12 16:16:00	0.1293771266937256	887578.0	887578.0	886924.0	886931.0	887090.0					
2019-06-12 16:17:00	0.1264040470123291	887023.0	887059.0	886700.0	886780.0	887117.8					
2019-06-12 16:18:00	0.12441897392272948	886987.0	887006.0	886685.0	886841.0	887106.4					
2019-06-12 16:19:00	0.15828394889831546	886829.0	887009.0	886684.0	886767.0	886995.2	887104.2		464.9837810807693	888034.1675621615	886174.2324378385
2019-06-12 16:20:00	0.1907060146331787	886795.0	887035.0	886487.0	886487.0	886761.2	887016.72		348.4718448715316	887713.663689743	886319.7763102569
2019-06-12 16:21:00	0.1686229705810547	886497.0	886664.0	886497.0	886664.0	886707.8	886969.36		309.0100969248688	887587.3801938497	886351.3398061503
2019-06-12 16:22:00	0.14112401008605954	886625.0	886866.0	886625.0	886709.0	886693.6	886976.32		300.6660273484762	887577.6520546969	886374.987945303
2019-06-12 16:23:00	0.136491060256958	886783.0	886861.0	886514.0	886514.0	886628.2	886977.64		298.4652241074572	887574.5704482149	886380.7095517851
2019-06-12 16:24:00	0.14101290702819824	886688.0	887026.0	886670.0	887026.0	886680.0	886995.6		286.626789864767	887568.8535797296	886422.3464202704
2019-06-12 16:25:00	0.4043478965759277	886892.0	886996.0	886870.0	886891.0	886760.8	886989.76		287.2348458460103	887564.229691692	886415.290308308
2019-06-12 16:26:00	0.13973188400268555	886913.0	887863.0	886913.0	887453.0	886918.6	886991.48		289.97185495868615	887571.4237099173	886411.5362900826
